symbol,total_pnl_rate,win_rate,profit_factor,mdd,total_trades,total_fee,avg_holding_hours,reason_counts
TRUST,2.02,100.0,,-0.89,4,4717.28,1.85,"{""트레일링스탑"": 2, ""동적익절"": 2}"
TRX,-0.5,33.33,0.324,-1.25,3,3487.51,17.69,"{""횡보정리"": 1, ""손절"": 1, ""동적익절"": 1}"
TURBO,2.99,77.78,3.153,-1.59,9,10574.99,5.73,"{""손절"": 2, ""동적익절"": 6, ""트레일링스탑"": 1}"
UOS,-4.49,22.22,0.182,-6.01,9,10387.5,6.96,"{""동적익절"": 1, ""손절"": 6, ""트레일링스탑"": 1, ""횡보정리"": 1}"
VIRTUAL,-4.98,33.33,0.403,-7.17,21,24375.25,7.87,"{""손절"": 14, ""동적익절"": 4, ""트레일링스탑"": 3}"
VVV,0.29,66.67,1.17,-1.72,6,7007.29,2.81,"{""트레일링스탑"": 3, ""동적익절"": 1, ""손절"": 2}"
WAL,8.34,100.0,,-0.21,1,1375.57,1.83,"{""동적익절"": 1}"
WAXL,-3.33,0.0,0.0,-3.56,4,4583.33,2.42,"{""손절"": 4}"
WAXP,0.23,60.0,1.121,-1.68,5,5839.0,6.73,"{""동적익절"": 2, ""손절"": 2, ""트레일링스탑"": 1}"
WCT,-0.92,60.0,0.337,-1.65,5,5810.34,2.95,"{""손절"": 2, ""트레일링스탑"": 2, ""백테스트종료"": 1}"
WET,-1.4,40.0,0.445,-2.53,5,5798.37,1.43,"{""손절"": 3, ""동적익절"": 1, ""트레일링스탑"": 1}"
WIKEN,-2.39,37.5,0.604,-6.72,8,9273.45,3.48,"{""트레일링스탑"": 1, ""동적익절"": 2, ""손절"": 4, ""횡보정리"": 1}"
WLD,-4.86,31.58,0.376,-6.71,19,22044.79,4.62,"{""트레일링스탑"": 3, ""손절"": 12, ""동적익절"": 3, ""백테스트종료"": 1}"
WLFI,-0.6,0.0,0.0,-0.7,1,1151.67,3.0,"{""손절"": 1}"
WNCG,0.9,66.67,6.985,-1.1,3,3522.63,8.81,"{""횡보정리"": 1, ""트레일링스탑"": 1, ""동적익절"": 1}"
XAI,0.08,50.0,1.11,-0.74,2,2335.23,3.25,"{""동적익절"": 1, ""손절"": 1}"
XAN,-9.68,30.0,0.195,-10.83,10,11423.94,45.71,"{""손절"": 6, ""동적익절"": 3, ""강제청산"": 1}"
XAUT,0.0,0.0,,0.0,0,0.0,0.0,{}
XCN,-1.54,25.0,0.202,-1.78,4,4627.98,5.0,"{""손절"": 3, ""동적익절"": 1}"
XION,1.29,46.15,1.207,-2.7,13,15199.01,1.58,"{""손절"": 6, ""동적익절"": 4, ""트레일링스탑"": 3}"
XLM,-1.59,37.5,0.477,-2.43,8,9293.41,14.51,"{""횡보정리"": 1, ""손절"": 4, ""동적익절"": 3}"
XPL,-0.81,50.0,0.351,-1.59,4,4646.36,1.85,"{""트레일링스탑"": 2, ""손절"": 2}"
XPLA,1.21,75.0,1.89,-1.82,4,4696.99,6.73,"{""동적익절"": 3, ""손절"": 1}"
XRP,-3.47,27.78,0.316,-4.72,18,20912.92,17.38,"{""횡보정리"": 6, ""손절"": 6, ""동적익절"": 5, ""백테스트종료"": 1}"
XTER,3.91,66.67,2.01,-2.29,12,14098.0,1.07,"{""동적익절"": 6, ""손절"": 4, ""트레일링스탑"": 2}"
XVS,-2.5,53.33,0.841,-10.34,15,17437.46,1.24,"{""동적익절"": 8, ""손절"": 7}"
XYO,1.07,100.0,,-0.1,1,1193.43,0.17,"{""동적익절"": 1}"
YB,-1.93,36.36,0.578,-2.87,11,12785.06,3.73,"{""손절"": 6, ""트레일링스탑"": 1, ""횡보정리"": 1, ""동적익절"": 3}"
ZAMA,0.47,66.67,1.811,-0.76,3,3511.75,1.94,"{""동적익절"": 1, ""손절"": 1, ""트레일링스탑"": 1}"
ZBT,-1.31,0.0,0.0,-1.75,2,2300.4,7.04,"{""손절"": 2}"
ZETA,2.83,63.64,2.258,-1.77,11,12904.26,19.67,"{""트레일링스탑"": 2, ""동적익절"": 5, ""손절"": 3, ""강제청산"": 1}"
ZK,-1.17,0.0,0.0,-1.29,2,2303.95,3.25,"{""손절"": 2}"
ZRC,2.92,80.0,3.095,-1.39,5,5906.46,4.38,"{""동적익절"": 3, ""트레일링스탑"": 1, ""손절"": 1}"
ZTX,6.49,71.43,8.067,-1.52,7,8329.34,0.98,"{""동적익절"": 4, ""트레일링스탑"": 2, ""손절"": 1}"
